gene	32170378_EXO_S26	32161454_EXO_S20	32160526_EXO_S15	32152086_EXO_S7	32151130_EXO_S2	32151185_EXO_S4	32170440_EXO_S27	32152175_EXO_S9	32152337_EXO_S10	32151033_EXO_S1	32170273_EXO_S23	181023-190319_Brain_S29	32152088_EXO_S8	32151825_EXO_S6	32151151_EXO_S3	32170329_EXO_S24	32170337_EXO_S25	32160079_EXO_S13	32152347_EXO_S11	32160791_EXO_S16	32161000_EXO_S17	32160288_EXO_S14	32170032_EXO_S21	32170447_EXO_S28	32160018_EXO_S12	32170073_EXO_S22	32161249_EXO_S19	32151764_EXO_S5	32161037_EXO_S18
hsa-miR-8072	0.0	0.0	0.0	0.0	0.0	1.0	0.0	20.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	32.0	1.0	0.0	0.0	3.0	1.0	1.0	54.0	0.0	0.0
hsa-miR-3940-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-548ah-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-106b-5p	50.0	0.0	0.0	159.0	166.0	103.0	131.0	285.5	233.0	39.0	71.0	2150.0	113.0	103.0	0.0	280.0	614.0	0.0	53.0	1.0	27.0	471.0	85.0	79.0	0.0	97.0	34.0	19.0	0.0
hsa-miR-4743-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	112.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4697-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6776-5p	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-548x-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0
hsa-miR-8069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-8067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6503-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-8065	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	1.0	0.0	60.0	0.0	0.0
hsa-miR-6865-5p	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	0.0	0.0	0.0	13.0	0.0	36.0	0.0	2.0	3.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0
hsa-miR-8064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-605-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
hsa-miR-8063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3158-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-8060	0.0	0.0	28.0	24.0	0.0	0.0	0.0	1.0	55.0	51.0	0.0	0.0	0.0	0.0	131.0	8.0	1.0	6.0	0.0	22.0	0.0	0.0	1.0	0.0	2.0	20.0	0.0	7.0	0.0
hsa-miR-770-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	194.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-449c-5p	38.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	21.0	0.0	0.0	31.0	53.0	0.0	0.0	0.0
hsa-miR-21-3p	0.0	58.0	0.0	20.0	0.0	0.0	127.0	41.0	65.0	244.0	0.0	82.0	0.0	30.0	0.0	212.0	132.0	49.0	10.0	0.0	64.0	104.0	0.0	54.0	39.0	27.0	0.0	0.0	0.0
hsa-miR-362-5p	251.0	654.0	39.0	106.0	127.0	111.0	711.0	356.0	624.0	80.0	321.0	829.0	356.0	405.0	0.0	663.0	1379.0	156.0	37.0	21.0	538.0	1275.0	4.0	165.0	0.0	511.0	205.0	74.0	0.0
hsa-miR-30c-5p	18407.0	40870.4	949.0	19815.0	17048.0	23834.0	95844.0	39489.5	51787.0	15363.0	49532.0	96365.0	75674.0	25653.0	53245.0	97543.0	96471.0	10383.0	7852.0	4035.0	38985.0	134516.34	8305.0	55964.0	3925.0	68873.0	33286.0	27237.0	920.0
hsa-miR-548ar-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1322	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-2115-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-8059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
hsa-miR-141-3p	804.5	1375.5	17.0	1093.0	1312.0	768.5	3945.5	1345.0	3595.5	1089.5	2751.5	0.0	923.0	198.5	840.5	6218.0	7505.0	356.0	444.0	290.5	1839.0	4359.0	379.5	1395.5	295.5	2306.0	1807.0	637.5	48.0
hsa-miR-8056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-8054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-329-3p	0.0	0.0	0.0	0.0	0.66	0.0	0.0	0.0	0.0	0.0	0.0	45735.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	10.0	0.0	2.0	0.0	0.0	0.0
hsa-miR-7856-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6733-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-8052	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0
hsa-miR-132-5p	0.0	67.0	0.0	0.0	0.0	0.0	0.0	1.0	76.0	0.0	2.0	14817.0	0.0	1.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0
hsa-miR-494-5p	0.0	0.0	0.0	0.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-548d-5p	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	162.0	34.66	0.0	0.0	8.4	12.4	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	1.34	0.0	0.0
hsa-miR-4645-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6724-5p	0.0	0.0	0.0	6.0	1.0	48.0	34.0	0.0	0.0	67.0	17.0	39.0	48.0	0.0	0.0	150.0	2.0	29.0	0.0	51.0	14.0	9.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-548ah-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-106b-3p	32.0	29.0	0.0	185.0	82.0	0.0	355.0	179.0	346.0	296.0	281.0	1995.0	403.0	0.0	566.0	471.0	540.0	16.0	0.0	14.0	52.0	443.0	53.0	183.0	0.0	417.0	103.0	24.0	0.0
hsa-miR-98-5p	3292.55	4596.95	129.4	2463.05	1857.85	2645.95	11018.6	3285.45	5097.95	4399.9	4959.9	290297.27	5654.25	1731.1	6049.0	14108.02	16101.35	1490.3	606.4	233.75	4558.8	8363.53	635.9	8664.15	162.55	5857.55	4141.75	2949.45	65.0
hsa-miR-6822-3p	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4697-3p	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-221-5p	114.0	0.0	0.0	1.0	100.0	21.0	40.0	35.0	366.0	174.0	137.0	3805.0	72.0	0.0	340.0	182.0	82.0	41.0	0.0	18.0	96.0	68.0	0.0	0.0	0.0	26.0	139.0	18.0	0.0
hsa-miR-6776-3p	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-409-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1853.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6767-5p	0.0	0.0	55.0	0.0	0.0	1.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	30.0	0.0	0.0	38.0	5.0	0.0	0.0	0.0	0.0	10.0
hsa-miR-6865-3p	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	13.0	0.0	0.0	0.0
hsa-miR-3158-3p	43.0	9.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	73.0	0.0	68.0	0.0	13.0	0.0	39.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6856-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	24.0	1.0	0.0	0.0
hsa-miR-362-3p	49.0	174.0	0.0	0.0	99.0	2.0	75.0	137.0	33.0	0.0	0.0	106.0	0.0	0.0	0.0	59.0	123.0	0.0	53.0	24.0	139.0	198.0	77.0	8.0	0.0	31.0	0.0	0.0	0.0
hsa-miR-3622b-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1303	0.0	88.0	0.0	0.0	0.0	0.0	91.0	0.0	32.0	0.0	0.0	171.0	0.0	0.0	0.0	60.0	58.0	0.0	0.0	0.0	50.0	0.0	0.0	83.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144.98000000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6511a-5p	0.0	0.0	0.0	0.68	2.68	0.0	0.0	0.0	0.0	0.68	0.68	212.68	0.68	0.0	0.0	0.68	0.0	0.0	0.0	0.0	0.0	1.32	0.0	0.68	0.68	0.0	0.68	30.68	14.0
hsa-miR-7162-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-2115-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
hsa-miR-376a-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	321.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1247-5p	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	807.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	35.0	0.0	0.0
hsa-miR-132-3p	42.0	0.0	0.0	29.0	58.0	37.0	117.0	122.0	111.0	171.0	96.0	63917.0	243.0	0.0	255.0	153.0	82.0	15.0	1.0	0.0	94.0	126.0	45.0	58.0	64.0	106.0	0.0	81.0	0.0
hsa-miR-494-3p	0.0	0.0	0.0	0.0	0.0	0.0	70.0	0.0	0.0	0.0	39.0	2298.0	0.0	0.0	0.0	62.0	0.0	0.0	0.0	1.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3191-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-485-5p	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	26157.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	23.0	0.0	2.0	0.0	0.0	0.0
hsa-miR-98-3p	88.0	57.0	0.0	0.0	0.0	0.0	99.0	41.0	0.0	0.0	60.0	1263.0	249.0	0.0	0.0	51.0	142.0	41.0	25.0	0.0	124.0	227.0	33.0	90.0	0.0	106.0	49.0	0.0	0.0
hsa-miR-221-3p	1967.0	2246.0	107.0	1274.0	1152.0	813.0	4619.0	2446.0	5224.0	2808.0	3201.0	40009.0	1734.0	2017.0	2959.0	5300.0	5040.0	901.0	592.0	714.0	2272.0	7216.0	248.0	3709.0	370.0	2276.0	2058.0	809.0	61.0
hsa-miR-384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
hsa-miR-409-3p	0.0	1.0	0.0	0.0	0.0	0.0	44.0	45.0	0.0	0.0	0.0	33331.0	0.0	2.0	1.0	87.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	182.0	0.0	2.0	51.0	71.0	0.0
hsa-miR-6813-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-642b-5p	0.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6767-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-212-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4372.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-574-5p	622.0	472.0	113.0	363.0	793.0	540.0	1306.0	374.0	1043.0	1716.0	727.0	1872.0	1319.0	534.0	842.0	2447.0	3198.0	127.0	69.0	82.0	413.0	595.0	107.0	502.0	16.0	891.0	717.0	232.0	39.0
hsa-miR-4725-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0	0.0	0.0	0.0
hsa-miR-6804-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0
hsa-miR-3913-5p	0.0	71.0	0.0	52.0	0.0	29.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	33.0	32.0	0.0	0.0	0.0	0.0	1.0	0.0
hsa-miR-6758-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	55.0	0.0
hsa-miR-6856-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1468-5p	109.0	114.0	15.0	57.0	34.0	0.0	117.0	16.0	68.0	0.0	147.0	541.0	64.0	157.0	0.0	55.0	193.0	17.0	0.0	0.0	20.0	96.0	26.0	142.0	0.0	142.0	0.0	0.0	0.0
hsa-miR-199a-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	471.34	72.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6847-5p	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-let-7c-5p	9340.53	23673.42	1092.03	15134.2	22315.15	23331.27	49860.74	19508.07	32381.13	20055.2	35259.48	462351.81	33647.61	13934.98	36501.95	94986.57	134903.18	6360.08	4095.28	3911.18	26903.67	59170.1	6815.35	36828.24	3878.3	40903.62	29831.18	9967.03	791.78
hsa-miR-7110-5p	14.0	0.0	11.0	1.5	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	9.0	38.0	66.0	55.0	28.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6511a-3p	0.0	0.0	0.0	20.0	0.0	0.0	93.68	30.0	68.0	19.0	0.0	531.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1247-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-376a-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1512.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
hsa-miR-433-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	662.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6791-5p	0.0	0.0	0.0	0.0	14.5	0.0	0.0	0.0	0.0	0.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	8.0	0.0	37.0	1.0	0.0	0.0	0.0	17.0	0.0	18.0	0.0
hsa-miR-7847-3p	0.0	0.0	0.0	78.0	0.0	0.0	0.0	107.0	0.0	0.0	3.0	0.0	54.0	22.0	0.0	24.0	13.0	0.0	0.0	18.0	39.0	0.0	0.0	1.0	0.0	1.0	1.0	24.0	0.0
hsa-miR-3130-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.0	0.0	0.0	0.0	0.0
hsa-miR-485-3p	0.0	0.0	0.0	0.0	23.0	0.0	35.0	0.0	0.0	0.0	0.0	14722.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
hsa-miR-522-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-26a-1-3p	0.0	0.0	0.0	0.0	78.0	0.0	66.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	17.0	0.0	22.0	0.0	0.0	18.0	0.0	0.0
hsa-miR-19b-3p	10.0	61.0	49.0	0.0	0.0	19.0	91.0	146.0	178.66	0.0	0.0	617.66	0.0	85.0	0.0	214.66	715.0	0.0	0.0	36.0	252.0	117.34	67.0	52.0	0.0	174.0	60.0	111.66	0.0
hsa-miR-4524b-5p	3.0	1.0	6.0	0.0	0.0	3.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	3.0	2.0	0.0	0.0	1.0	4.0	0.0	1.0	2.0	0.0	2.0	1.0	3.0	0.0	0.0	1.0
hsa-miR-551b-5p	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	31.0	0.0	33.0	0.0	0.0	0.0
hsa-miR-6880-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-642b-3p	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-212-3p	0.0	32.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1570.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
hsa-miR-574-3p	99.0	238.0	0.0	354.0	182.0	163.0	732.0	116.0	773.0	65.0	771.0	6051.0	1597.0	214.0	155.0	1035.0	2229.0	36.0	43.0	60.0	250.0	915.0	87.0	606.0	136.0	399.0	598.0	103.0	0.0
hsa-miR-3173-5p	60.0	0.0	0.0	105.0	0.0	0.0	177.0	70.0	77.0	46.0	13.0	757.0	0.0	0.0	114.0	47.0	45.0	0.0	32.0	0.0	35.0	83.0	0.0	58.0	0.0	124.0	105.0	0.0	0.0
hsa-miR-4725-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	46.0	0.0
hsa-miR-3913-3p	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
