gene	180919-190527_Brain_S35	32160466_EXO_S13	32160120_EXO_S8	32160246_EXO_S10	32170365_EXO_S26	32170367_EXO_S27	32152451_EXO_S5	32161246_EXO_S18	32170368_EXO_S28	32170400_EXO_S30	32160472_EXO_S14	32160241_EXO_S9	32152359_EXO_S1	32161415_EXO_S22	32161252_EXO_S19	32170381_EXO_S29	32152366_EXO_S2	32150043_EXO_S34	32170453_EXO_S31	32170276_EXO_S24	32152381_EXO_S3	32161367_EXO_S21	32160457_EXO_S12	32152446_EXO_S4	32160782_EXO_S17	32160083_EXO_S7	32170613_EXO_S32	32160323_EXO_S11	32170644_EXO_S33	32160600_EXO_S15	32161358_EXO_S20	32160028_EXO_S6	32160766_EXO_S16	32170346_EXO_S25	32170068_EXO_S23
hsa-miR-4656	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6816-3p	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3691-3p	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4654	0.0	78.0	35.0	94.0	0.0	46.0	45.0	59.0	32.0	0.0	2.0	58.0	47.0	65.0	65.0	0.0	43.0	0.0	1.0	17.0	24.0	0.0	65.0	55.0	90.0	37.0	0.0	37.0	11.0	21.0	33.0	87.0	16.0	15.0	19.0
hsa-miR-29c-3p	10033.67	1109.17	155.0	317.67	3876.92	1758.58	362.67	358.17	291.83	232.0	532.67	142.0	256.33	311.83	346.0	298.5	446.5	124.17	478.17	1762.25	717.08	1537.17	1317.17	553.33	727.0	200.67	53.0	325.0	330.33	1424.33	320.17	202.33	18.0	430.67	195.33
hsa-miR-215-5p	13.5	36.0	3.5	0.0	9.0	5.0	18.0	3.0	5.5	18.5	1.5	5.0	2.0	0.0	11.0	4.0	11.5	0.0	3.0	18.5	11.0	62.5	7.0	9.0	8.0	15.0	0.0	11.0	35.0	21.5	12.5	14.0	0.0	0.0	0.0
hsa-miR-5000-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4651	0.0	0.0	6.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	43.0	12.0	1.0	9.0	0.0	3.0	1.0	0.0	15.0	7.0	0.0	0.0	2.0	15.0	0.0	0.0	7.0	2.0	0.0	0.0	0.0	4.0	0.0	0.0
hsa-miR-16-2-3p	655.0	247.0	67.0	44.0	235.0	122.0	267.0	70.0	40.0	16.0	67.0	15.0	106.0	43.0	76.0	2.0	81.0	0.0	259.0	340.0	187.0	84.0	162.0	76.0	176.0	57.0	7.0	70.0	27.0	304.0	23.0	67.0	0.0	39.0	38.0
hsa-miR-520e-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	55.0	0.0	0.0	0.0
hsa-miR-1292-3p	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	9.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	8.0	6.0	4.0	0.0	0.0	17.0	7.0	11.0	0.0	0.0	1.0	0.0	0.0
hsa-miR-200c-3p	182.0	19268.0	2939.0	4762.0	75804.0	30380.5	14320.0	6908.0	9023.5	4143.0	9461.5	3476.0	4778.0	6383.0	6468.5	6413.5	6927.0	5046.0	11043.5	34098.5	12016.0	29560.5	20555.5	10550.5	11355.0	4756.5	1200.0	6026.5	5482.5	30983.5	5348.0	12074.0	303.0	11578.0	4066.0
hsa-miR-4728-5p	0.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	8.0	0.0	0.0	0.0	0.0
hsa-miR-6807-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
hsa-miR-3682-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-let-7f-1-3p	254.0	13.0	5.0	2.0	40.0	24.5	20.0	0.0	4.0	0.0	0.0	0.0	1.0	24.0	5.0	26.0	14.0	0.0	0.0	34.0	17.0	7.5	14.0	13.0	12.5	7.0	0.0	6.0	0.0	21.0	7.0	16.0	0.0	2.0	0.0
hsa-miR-3202	0.0	0.0	1.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	0.0	5.0	8.0	8.0	0.0	1.0	0.0	1.0	5.0	0.0	32.0	2.0	5.0	0.0	0.0	25.0	2.0	0.0	0.0	8.0	0.0	4.0	1.0	0.0
hsa-miR-3201	0.0	0.0	0.0	0.0	0.0	8.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	10.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0
hsa-miR-6859-3p	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-5739	0.0	6.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-2117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1207-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
hsa-miR-2113	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-let-7f-5p	699980.91	75840.52	11600.34	16381.0	106102.84	82423.32	31915.07	21157.94	13234.26	13616.060000000001	22347.21	5082.8	13697.240000000002	12310.14	18931.440000000002	23220.64	23860.53	8240.64	22562.76	97770.86	29029.05	84734.04000000001	37787.69	25020.06	32225.12	13687.5	1926.4	18250.99	11795.44	67694.88	12815.44	48881.39	724.0	20013.04	9096.22
hsa-miR-2110	635.0	102.0	6.0	6.0	148.0	112.0	79.0	0.0	33.0	0.0	39.0	0.0	23.0	17.0	9.0	46.0	24.0	7.0	142.0	72.0	24.0	138.0	32.0	33.0	47.0	48.0	0.0	31.0	9.0	99.0	16.0	103.0	0.0	19.0	14.0
hsa-miR-6760-3p	17.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-7113-5p	38.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	1.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
hsa-miR-371b-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hsa-miR-4648	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4647	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	3.0	35.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6751-5p	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4644	0.0	7.0	3.0	0.0	0.0	5.0	8.0	0.0	22.0	2.0	1.0	0.0	17.0	0.0	0.0	80.0	4.0	50.0	0.0	0.0	7.0	1.0	15.0	0.0	0.0	0.0	0.0	10.0	0.0	7.0	26.0	1.0	0.0	0.0	0.0
hsa-miR-4642	0.0	3.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	6.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
hsa-miR-4641	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-7156-5p	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	15.0	8.0	0.0	0.0	25.0	0.0	1.0	0.0	17.0	0.0	0.0	1.0	12.0
hsa-miR-15b-3p	194.0	19.0	4.0	2.0	53.0	17.0	11.0	1.0	12.0	0.0	5.0	0.0	4.0	35.0	9.0	0.0	9.0	0.0	0.0	22.0	40.0	0.0	22.0	22.0	26.0	6.0	0.0	16.0	0.0	29.0	0.0	9.0	1.0	0.0	14.0
hsa-miR-2682-5p	262.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4761-5p	0.0	9.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
hsa-miR-6840-5p	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	3.0	24.0	0.0	0.0	0.0	5.0	0.0	0.0
hsa-miR-519b-5p	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.0	0.0	0.0	1.0	0.0	0.7	0.0	0.0	0.0	0.0	0.0
hsa-miR-6794-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	18.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-942-3p	0.0	9.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-126-3p	95803.0	77.0	160.0	1.0	198.0	64.0	64.0	36.0	35.0	42.0	27.0	11.0	30.0	27.0	82.0	144.0	101.0	0.0	80.0	281.0	24.0	83.0	76.0	265.0	68.0	118.0	2.0	48.0	0.0	158.0	52.0	172.0	3.0	1.0	7.0
hsa-miR-488-3p	2070.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6892-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0
hsa-miR-4639-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-887-5p	66.0	0.0	0.0	0.0	7.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6883-5p	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4636	23.0	0.0	7.0	0.0	9.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	6.0	2.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4635	0.0	9.0	0.0	24.0	0.0	71.0	43.0	21.0	0.0	1.0	5.0	10.0	16.0	1.0	0.0	66.0	4.0	0.0	0.0	0.0	5.0	2.0	0.0	8.0	4.0	14.0	66.0	5.0	0.0	1.0	18.0	0.0	0.0	26.0	11.0
hsa-miR-10393-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-23b-5p	296.0	26.0	3.0	0.0	72.0	21.0	0.0	10.0	22.0	0.0	4.0	15.0	14.0	13.0	8.0	40.0	9.0	0.0	21.0	31.0	13.0	48.0	5.0	30.0	27.0	5.0	0.0	12.0	1.0	9.0	5.0	13.0	0.0	0.0	0.0
hsa-miR-4634	2.0	0.0	0.0	2.0	7.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	5.0	5.0	3.0	6.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	9.0
hsa-miR-1185-5p	63.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-380-5p	139.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4728-3p	0.0	26.0	7.0	0.0	7.0	51.0	27.0	0.0	0.0	30.0	0.0	0.0	7.0	0.0	7.0	0.0	8.0	0.0	0.0	31.0	10.0	13.0	3.0	2.0	1.0	9.0	0.0	17.0	0.0	36.0	0.0	0.0	0.0	1.0	15.0
hsa-miR-3682-3p	18.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4485-5p	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	69.0	0.0	0.0	3.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0
hsa-miR-7113-3p	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-519a-2-5p	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.7	0.0	0.0	0.0	0.0	0.0
hsa-miR-150-5p	3371.0	3.0	0.0	0.0	9.0	10.0	17.0	0.0	21.0	19.0	6.0	0.0	0.0	2.0	19.0	37.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	12.0	0.0	0.0	8.0	1.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0
hsa-miR-338-5p	47737.0	36.0	5.0	0.0	73.0	83.0	30.0	0.0	37.0	0.0	0.0	1.0	13.0	2.0	21.0	29.0	12.0	19.0	23.0	86.0	13.0	17.0	22.0	11.0	0.0	6.0	0.0	6.0	0.0	64.0	16.0	28.0	4.0	15.0	7.0
hsa-miR-6742-5p	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-7156-3p	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0
hsa-miR-2682-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4761-3p	0.0	20.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	42.0	0.0	0.0	0.0	0.0	6.0	5.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
hsa-miR-6794-3p	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-5707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	21.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	6.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-5706	0.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	8.0	0.0	21.0	0.0	0.0	0.0	2.0	0.0	0.0	15.0	0.0	0.0	7.0	6.0	0.0	0.0	0.0	3.0	0.0	9.0	0.0	0.0	3.0	0.0	8.0
hsa-miR-5705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-518c-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6831-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-5703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
hsa-miR-3940-5p	0.0	0.0	0.0	0.0	3.0	0.0	0.0	9.0	0.0	0.0	6.0	10.0	6.0	30.0	3.0	0.0	0.0	17.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-5702	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6785-5p	0.0	18.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	3.0	0.0	30.0	0.0	0.0	0.0	0.0	5.0	22.5	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	38.0	3.0	13.0	0.0	0.0	0.0	0.0
hsa-miR-5701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-5700	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hsa-miR-525-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-887-3p	325.0	0.0	11.0	0.0	22.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	8.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	13.0	9.0	0.0	0.0	1.0	0.0	0.0
hsa-miR-3124-5p	17.0	13.0	6.0	0.0	0.0	16.0	0.0	3.0	1.0	36.0	0.0	0.0	3.0	1.0	23.0	0.0	12.0	0.0	1.0	0.0	5.0	24.0	10.0	0.0	0.0	12.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0
hsa-miR-6883-3p	45.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
hsa-miR-10393-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-23b-3p	124618.0	10133.5	2609.83	2754.5	20536.0	17837.5	4830.5	2898.0	3049.5	3234.5	2799.0	920.5	2049.0	2227.5	3083.0	7249.0	4855.5	1418.5	5810.33	16694.5	5622.0	17723.0	5985.0	6488.0	7954.0	4388.5	656.5	4300.33	2620.0	7748.5	1860.0	5633.0	193.0	2522.0	1289.5
hsa-miR-6512-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	1.0	0.0	4.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	17.0	1.0	0.0	0.0	0.0	0.0
hsa-miR-6874-5p	0.0	8.0	0.0	0.0	3.0	1.0	9.0	7.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	11.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	5.0	0.0	10.0	0.0	0.0
hsa-miR-380-3p	2048.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
