gene	32152253_EXO_S33	180913-190529_Brain_S36	32151859_EXO_S28	32150292_EXO_S9	32152341_EXO_S35	32151226_EXO_S21	32150013_EXO_S3	32150698_EXO_S12	32151984_EXO_S30	32152084_EXO_S31	32150243_EXO_S8	32151180_EXO_S20	32141643_EXO_S1	32141786_EXO_S2	32150076_EXO_S4	32150849_EXO_S15	32151444_EXO_S22	32150163_EXO_S7	32151565_EXO_S23	32151026_EXO_S17	32150825_EXO_S13	32152273_EXO_S34	32151691_EXO_S25	32150844_EXO_S14	32150424_EXO_S10	32152094_EXO_S32	32151125_EXO_S18	32150080_EXO_S5	32151765_EXO_S27	32151881_EXO_S29	32150696_EXO_S11	32151725_EXO_S26	32150993_EXO_S16	32150147_EXO_S6	32151667_EXO_S24	32151152_EXO_S19
hsa-miR-187-3p	57.0	43.0	8.0	0.0	8.0	0.0	0.0	48.0	14.0	22.0	0.0	0.0	3.0	0.0	17.0	0.0	17.0	8.0	3.0	11.0	0.0	40.0	0.0	0.0	0.0	12.0	89.0	16.0	0.0	21.0	0.0	14.0	0.0	34.0	0.0	122.0
hsa-miR-4746-3p	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
hsa-miR-6825-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	3.0	0.0
hsa-miR-3934-3p	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4319	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
hsa-miR-224-5p	158.0	65.0	153.0	0.0	183.0	1.0	78.0	748.0	109.0	278.0	0.0	2.0	27.0	65.0	267.0	224.0	191.0	17.0	64.0	294.0	72.0	208.0	16.0	63.0	257.0	34.0	410.0	57.0	13.0	118.0	929.0	268.0	46.0	167.0	6.0	620.0
hsa-miR-6779-3p	7.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
hsa-miR-4679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-92a-2-5p	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
hsa-miR-4316	6.0	0.0	2.0	0.0	4.0	2.0	0.0	0.0	5.0	0.0	0.0	0.0	14.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	4.0	1.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
hsa-miR-4315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0
hsa-miR-4313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	5.0	0.0
hsa-miR-6816-5p	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	9.67	0.0	0.0	0.0	0.0	0.33	1.0	0.0	0.0	0.0	1.0	15.0	0.0	0.0	3.0	0.0	0.0	4.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0
hsa-miR-3691-5p	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3925-5p	24.0	0.0	1.0	0.0	10.0	0.0	78.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	27.0	0.0	0.0	0.0	0.0	0.0	295.0	4.0	0.0	0.0	4.0	0.0	0.0	4.0	0.0	0.0	13.0	0.0
hsa-miR-4311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4673	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
hsa-miR-29c-5p	51.0	332.0	47.0	82.0	32.0	0.0	5.0	115.0	19.0	77.0	0.0	0.0	13.0	16.0	21.0	0.0	53.0	7.0	9.0	131.0	0.0	30.0	0.0	0.0	0.0	12.0	144.0	25.0	5.0	29.0	323.0	36.0	0.0	63.0	5.0	171.0
hsa-miR-4310	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-200c-5p	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	0.0
hsa-miR-1292-5p	2.0	23.0	1.0	0.0	1.0	0.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	1.0	0.0	5.0	0.0	0.0
hsa-miR-4789-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
hsa-miR-675-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0
hsa-miR-6868-3p	0.0	0.0	2.0	0.0	0.0	0.0	9.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-411-3p	0.0	518.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6859-5p	0.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hsa-miR-103b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4690-3p	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-133a-3p	0.0	241.0	1.0	1.0	1.0	5.0	9.0	1.0	0.0	4.0	4.0	133.0	2.0	1.0	6.0	3.0	5.0	4.0	8.0	16.0	8.0	0.66	11.0	3.0	14.0	0.0	3.0	1.0	8.0	0.0	15.0	6.0	272.0	2.0	3.0	3.0
hsa-miR-1207-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.67	0.5	5.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0
hsa-miR-320e	4.12	18.62	0.88	1.0	4.5	0.0	0.0	2.0	0.25	4.88	0.0	0.0	0.0	0.0	4.75	1.0	9.5	1.75	2.0	1.67	2.0	0.38	3.0	0.0	2.0	2.0	2.0	1.25	0.75	1.75	12.0	0.38	0.17	3.12	0.0	6.0
hsa-miR-320d	40.68	245.82	99.9	139.0	21.38	0.0	18.58	108.28	20.08	76.09	0.28	22.58	53.72	3.14	53.08	1.0	194.5	21.92	8.14	258.4	1.0	78.46	2.58	1.0	0.0	12.86	133.58	55.22	5.92	52.12	33.14	42.32	12.58	63.400000000000006	10.579999999999998	162.0
hsa-miR-6760-5p	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	13.0	0.0	0.0	0.0	0.0	0.0	54.0	1.0	0.0	2.0	0.0	6.0	0.0	0.0	0.0	0.0	8.0	0.0
hsa-miR-320c	46.78	343.22	96.75999999999999	0.0	38.010000000000005	8.4	8.58	145.02	30.49	104.25	0.28	23.08	19.049999999999997	3.14	71.98	30.0	294.03	19.92	11.84	324.99	28.8	65.75	16.58	1.0	3.0	8.96	292.40999999999997	95.92	11.19	70.69	129.54	68.53999999999999	39.7	90.7	4.41	126.42999999999999
hsa-miR-320b	88.44	609.22	184.42	4.34	88.34	8.4	40.9	209.18	65.4	196.92	5.62	67.08	34.38	16.48	189.8	20.66	502.70000000000005	65.6	26.5	441.16	48.959999999999994	112.34	19.9	21.0	1.34	25.3	392.4	127.24000000000001	14.86	163.02	323.88	128.46	116.38	124.36	12.08	712.44
hsa-miR-4669	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
hsa-miR-4306	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-454-3p	14.0	1146.0	21.0	0.0	22.0	0.0	7.0	30.0	14.0	83.0	0.0	1.0	5.0	9.0	25.0	0.0	59.0	11.0	0.0	81.0	0.0	13.0	1.0	0.0	1.0	3.0	320.0	10.0	0.0	25.0	387.0	35.0	0.0	51.0	0.0	82.0
hsa-miR-4302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hsa-miR-4663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4301	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4300	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4436b-3p	4.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
hsa-miR-4660	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	3.0	9.0	0.0	3.0	0.0	0.0	1.0	0.0
hsa-miR-3151-3p	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-15b-5p	143.0	1578.0	224.0	1.0	80.0	3.0	67.0	353.0	74.0	502.0	0.0	3.0	28.0	12.0	156.0	0.0	345.0	56.0	28.0	747.0	152.0	182.0	13.0	85.0	1.0	57.0	181.0	84.0	7.0	304.0	458.0	328.0	3.0	250.0	35.0	393.0
hsa-miR-497-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
hsa-miR-548g-3p	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-942-5p	4.0	32.0	10.0	0.0	5.0	0.0	4.0	207.0	4.0	5.0	0.0	0.0	2.0	0.0	8.0	0.0	6.0	5.0	0.0	35.0	0.0	7.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	14.0	58.0	8.0	40.0	2.0	0.0	23.0
hsa-miR-126-5p	4.0	4102.0	8.0	0.0	0.0	0.0	1.0	0.0	1.0	451.0	0.0	0.0	1.0	0.0	0.0	0.0	173.0	0.0	0.0	0.0	1.0	7.0	0.0	0.0	1.0	1.0	0.0	2.0	2.0	13.0	1.0	4.0	0.0	37.0	0.0	25.0
hsa-miR-488-5p	0.0	66.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6892-5p	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4639-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6718-5p	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-224-3p	9.0	6.0	6.0	0.0	5.0	0.0	0.0	0.0	4.0	27.0	0.0	0.0	2.0	0.0	10.0	0.0	18.0	0.0	1.0	99.0	64.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	6.0	25.0	9.0	0.0	14.0	0.0	0.0
hsa-miR-4658	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4656	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3691-3p	0.0	6.0	0.0	1.0	0.0	0.0	9.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
hsa-miR-6816-3p	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
hsa-miR-3925-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4654	25.0	3.0	27.0	0.0	23.0	30.0	39.0	0.0	13.0	4.0	36.0	32.0	49.0	30.0	36.0	117.0	16.0	24.0	36.0	0.0	0.0	27.0	47.0	0.0	0.0	28.0	0.0	49.0	32.0	4.0	0.0	6.0	0.0	19.0	13.0	1.0
hsa-miR-29c-3p	484.67	2188.75	596.17	0.0	225.83	1.0	67.33	571.0	132.17	915.0	1.0	2.0	160.83	90.0	491.42	4.0	450.17	202.5	53.67	412.0	241.0	284.75	15.0	297.0	0.0	98.67	677.5	258.17	19.0	508.67	584.5	537.67	1.0	485.33	31.0	473.5
hsa-miR-215-5p	14.0	4.0	2.0	3.5	0.0	0.0	0.0	1.0	1.0	29.5	0.0	0.0	1.0	0.5	29.5	0.0	10.5	0.0	0.0	3.0	2.0	1.0	0.0	1.0	1.0	1.5	1.0	5.0	0.0	1.0	4.0	7.0	0.0	9.0	0.5	2.0
hsa-miR-4651	2.0	0.0	0.0	0.0	4.0	0.0	15.0	0.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	11.0	7.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	14.0	0.0	0.0	0.0	0.0
hsa-miR-16-2-3p	60.0	308.0	143.0	0.0	57.0	1.0	14.0	179.0	37.0	199.0	0.0	2.0	14.0	0.0	13.0	1.0	130.0	23.0	18.0	300.0	68.0	134.0	8.0	0.0	0.0	24.0	166.0	59.0	8.0	144.0	206.0	178.0	0.0	96.0	10.0	293.0
hsa-miR-520e-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1292-3p	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	5.0	15.0	0.0	9.0	0.0	0.0	0.0	42.0	7.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	7.0	0.0	0.0	5.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0
hsa-miR-200c-3p	7729.5	66.5	11508.5	3460.0	5702.0	233.0	2275.5	25720.5	3367.0	12808.0	58.0	390.0	2548.0	2340.0	7242.5	1809.0	10396.5	3546.5	1607.0	33994.5	10424.0	7194.5	283.0	4096.5	2873.0	2187.5	23011.5	2922.5	490.0	10489.5	37324.0	12531.0	2205.0	12470.0	757.0	26457.5
hsa-miR-4728-5p	0.0	0.0	1.0	0.0	0.0	0.0	1.0	58.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0
hsa-miR-6807-5p	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-675-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-let-7f-1-3p	11.0	115.0	6.0	0.0	4.0	0.0	1.0	0.0	1.0	26.0	0.0	1.0	0.0	0.0	11.0	0.0	10.0	3.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	8.0	0.0	12.0	0.0	5.0	1.0	0.0
hsa-miR-3202	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	18.0	4.0	0.0	0.0	20.0	0.0	0.0	0.0	5.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
hsa-miR-6859-3p	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-5739	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
hsa-miR-2117	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
hsa-miR-2113	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
hsa-let-7f-5p	20095.9	261375.84999999998	16821.6	8785.06	9050.3	468.34	3343.06	41785.56	6901.5	48482.02	109.0	457.34	3997.14	3228.24	18727.62	2344.66	28178.65	7588.38	3043.22	56306.14	21867.66	18063.26	723.34	7258.4	2538.54	4249.43	30550.66	9590.599999999999	1095.25	22989.8	62369.94	23496.95	3648.8	27315.62	1502.8	38419.86
hsa-miR-2110	27.0	382.0	37.0	58.0	23.0	0.0	7.0	187.0	19.0	55.0	3.0	0.0	3.0	0.0	7.0	0.0	28.0	4.0	4.0	248.0	53.0	43.0	2.0	0.0	0.0	6.0	1.0	39.0	0.0	16.0	217.0	71.0	0.0	43.0	2.0	109.0
hsa-miR-6760-3p	8.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-7113-5p	2.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-371b-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
