gene	32160965_EXO_S9	32160622_EXO_S5	32161245_EXO_S17	32170434_EXO_S28	32160340_EXO_S2	32161045_EXO_S12	32170383_EXO_S25	32170272_EXO_S24	32160628_EXO_S6	32161104_EXO_S15	32161237_EXO_S16	32170016_EXO_S20	181004-190521_Brain_S35	32161013_EXO_S11	32170385_EXO_S26	32150161_EXO_S32	32160612_EXO_S4	32161253_EXO_S18	32170268_EXO_S22	32170269_EXO_S23	32150116_EXO_S31	32161004_EXO_S10	32161392_EXO_S19	32160765_EXO_S8	32170450_EXO_S29	32160373_EXO_S3	32160284_EXO_S1	32170409_EXO_S27	32170083_EXO_S21	32161065_EXO_S14	32150978_EXO_S34	32161046_EXO_S13	32160670_EXO_S7	32170652_EXO_S30	32150704_EXO_S33
hsa-miR-320d	86.28	147.22	169.5	67.38	114.0	141.3	107.96000000000001	150.42	103.22	61.379999999999995	126.78	187.12	1112.98	110.1	51.14	34.14	37.28	156.28	26.58	65.86	144.69	222.45999999999998	27.92	18.14	96.82	0.33	26.1	13.64	26.64	143.72	24.58	19.0	60.24	120.0	170.32
hsa-miR-6760-5p	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	14.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	24.0	0.0	6.0	9.0	0.0	1.0	0.0	9.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0
hsa-miR-320c	75.28	164.44	119.1	119.34	212.1	156.9	137.16	271.78	83.08	40.12	151.35000000000002	332.78	1295.81	348.55	62.040000000000006	99.53999999999999	38.48	183.14999999999998	52.38	55.629999999999995	312.96000000000004	295.73	29.86	55.34	161.95	20.46	98.56	18.64	60.239999999999995	95.02	42.18	16.8	35.44	483.57	439.32
hsa-miR-320b	180.46	367.44	221.26	259.52	292.76	360.8	261.66	455.52	175.08	137.44	412.68	637.62	2638.14	396.14	142.7	124.38	76.48	392.32	94.04	119.96	538.96	546.4	124.52000000000001	133.68	315.28	26.46	106.4	67.64	102.08	144.18	92.5	96.14	248.44	698.24	644.66
hsa-miR-4307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4669	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	5.0	0.0	0.0	0.0
hsa-miR-4306	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	16.5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
hsa-miR-454-3p	42.0	115.0	69.0	66.0	79.0	41.0	14.0	65.0	15.0	52.0	147.0	185.0	5604.0	48.0	13.0	105.0	0.0	168.0	14.0	16.0	111.0	68.0	13.0	0.0	73.0	0.0	0.0	0.0	45.0	117.0	0.0	0.0	0.0	205.0	29.0
hsa-miR-4304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
hsa-miR-4302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hsa-miR-4663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0
hsa-miR-4301	2.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	6.0	90.0	0.0	0.0	16.0	0.0	18.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4300	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4436b-3p	0.0	0.0	0.0	0.0	0.0	13.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	4.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
hsa-miR-3151-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4660	9.0	1.0	15.0	0.0	0.0	16.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	13.0	0.0	0.0	0.0
hsa-miR-15b-5p	213.0	414.0	497.0	540.0	339.0	531.0	313.0	524.0	86.0	72.0	279.0	686.0	5560.0	209.0	223.0	93.0	108.0	430.0	22.0	64.0	506.0	402.0	14.0	54.0	414.0	49.0	24.0	14.0	226.0	486.0	26.0	14.0	48.0	729.0	480.0
hsa-miR-497-3p	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-548g-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-942-5p	7.0	50.0	14.0	34.0	21.0	7.0	26.0	58.0	0.0	0.0	0.0	35.0	233.0	63.0	9.0	3.0	12.0	25.0	0.0	0.0	50.0	14.0	23.0	0.0	12.0	0.0	0.0	0.0	6.0	32.0	0.0	11.0	0.0	22.0	30.0
hsa-miR-6727-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
hsa-miR-3194-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-126-5p	0.0	0.0	14.0	0.0	0.0	1.0	6.0	22.0	0.0	0.0	46.0	373.0	11965.0	0.0	12.0	171.0	0.0	17.0	0.0	0.0	33.0	161.0	0.0	20.0	12.0	0.0	0.0	0.0	19.0	1.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-488-5p	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	217.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6892-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4639-5p	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6718-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	78.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	36.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-224-3p	0.0	34.0	30.0	11.0	14.0	33.0	0.0	30.0	45.0	0.0	0.0	8.0	19.0	0.0	0.0	29.0	0.0	12.0	8.0	0.0	25.0	0.0	4.0	0.0	44.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	47.0	15.0
hsa-miR-4658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	2.0	0.0	0.0	0.5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
hsa-miR-4657	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4656	6.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	5.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3691-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6816-3p	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0
hsa-miR-4654	20.0	15.0	28.0	14.0	13.0	44.0	48.0	6.0	87.0	11.0	34.0	9.0	0.0	53.0	28.0	15.0	12.0	4.0	28.0	9.0	48.0	157.0	4.0	34.0	32.0	40.0	7.0	32.0	66.0	0.0	20.0	49.0	104.0	64.0	9.0
hsa-miR-29c-3p	329.17	967.17	730.5	815.67	702.58	879.67	457.17	823.42	303.5	271.67	796.17	959.67	8218.75	303.0	339.17	95.33	139.5	429.33	105.5	119.5	1056.83	742.83	137.5	67.33	516.17	73.5	51.67	53.67	411.83	743.58	64.33	24.17	17.67	1177.25	550.0
hsa-miR-215-5p	0.5	47.0	58.0	5.0	1.0	20.0	4.0	33.0	2.0	21.5	28.0	50.0	27.5	5.0	15.0	3.5	0.0	3.0	0.0	7.0	16.0	48.0	0.0	0.0	13.5	0.0	1.0	0.0	12.5	5.0	0.0	0.0	177.0	53.5	47.0
hsa-miR-5000-3p	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4651	0.0	11.0	0.0	0.0	1.0	16.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	30.0	0.0	0.0	0.0	4.0	7.0	5.0	0.0	12.0	0.0	0.0	17.0	0.0	40.0	0.0	0.0
hsa-miR-16-2-3p	77.0	310.0	85.0	223.0	145.0	268.0	121.0	397.0	51.0	49.0	131.0	389.0	1154.0	217.0	128.0	22.0	181.0	265.0	56.0	0.0	409.0	384.0	21.0	32.0	346.0	1.0	24.0	8.0	188.0	91.0	0.0	36.0	0.0	400.0	102.0
hsa-miR-200c-3p	11553.5	27045.0	20351.5	37844.5	19043.5	30081.0	17390.5	22466.5	5915.5	9251.0	27412.5	29673.5	517.0	19276.0	9964.5	5659.5	7013.5	16155.0	6383.5	3856.0	33856.0	22884.5	3073.0	3416.5	23384.0	1660.0	4447.5	2009.5	14546.5	30818.0	636.0	2454.0	812.0	56892.5	25219.0
hsa-miR-1292-3p	0.0	0.0	20.0	0.0	0.0	0.0	16.0	18.0	0.0	1.0	0.0	3.0	0.0	2.0	17.0	0.0	0.0	15.0	13.0	0.0	0.0	0.0	9.0	0.0	5.0	16.0	0.0	0.0	3.0	1.0	0.0	1.0	0.0	0.0	0.0
hsa-miR-4728-5p	0.0	0.0	0.0	6.0	0.0	17.0	5.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	15.0	0.0	0.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0
hsa-miR-3682-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-675-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
hsa-let-7f-1-3p	15.0	14.0	78.0	15.0	23.0	11.0	36.0	6.0	3.0	32.0	35.0	15.0	240.0	0.0	7.0	0.0	0.0	0.0	8.0	0.0	19.0	108.5	0.0	0.0	21.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	63.0	8.0
hsa-miR-3202	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	7.0	27.0	1.0	0.0	10.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	41.0	0.0	0.0
hsa-miR-6859-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-5739	4.0	0.0	0.0	10.0	0.0	0.0	1.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-2117	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1207-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-2113	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	142.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-let-7f-5p	32376.36	128749.91	61457.74	111400.73	57074.41	131673.9	47178.33	85792.09	42502.21000000001	17774.06	76540.09	98828.87	2024666.1	66542.54000000001	31903.34	30159.9	17715.95	71108.57	11576.21	8237.05	121992.75	86929.14	6624.46	8171.34	82364.64	3297.14	8311.539999999999	8813.54	44157.79	57801.51	2798.26	6693.46	964.06	172059.18	109000.98999999999
hsa-miR-2110	85.0	168.0	80.0	108.0	23.0	175.0	49.0	60.0	32.0	33.0	211.0	96.0	1605.0	61.0	41.0	27.0	28.0	79.0	15.0	14.0	127.0	170.0	20.0	20.0	76.0	0.0	0.0	23.0	48.0	37.0	0.0	0.0	0.0	187.0	60.0
hsa-miR-6760-3p	4.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-7113-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-371b-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	8.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4647	0.0	51.0	0.0	3.0	0.0	4.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0
hsa-miR-6751-5p	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	2.0	1.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4644	0.0	0.0	1.0	7.0	19.0	0.0	0.0	0.0	26.0	0.0	24.0	0.0	0.0	0.0	0.0	15.0	0.0	1.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	12.0	0.0	22.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-7156-5p	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	36.0	0.0	0.0	7.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-2682-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	315.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-15b-3p	5.0	43.0	9.0	38.0	51.0	88.0	23.0	66.0	35.0	0.0	70.0	24.0	249.0	0.0	29.0	4.0	3.0	13.0	0.0	0.0	23.0	0.0	6.0	0.0	57.0	0.0	14.0	3.0	0.0	22.0	0.0	19.0	0.0	83.0	11.0
hsa-miR-519b-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6840-5p	6.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-942-3p	0.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0	0.0	21.0	0.0	6.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6794-5p	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	24.0	0.0	11.0	1.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	40.0	0.0	0.0
hsa-miR-488-3p	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	1995.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-126-3p	7.0	41.0	27.0	76.0	69.0	54.0	92.0	44.0	0.0	11.0	406.0	2180.0	125695.0	0.0	17.0	771.0	0.0	24.0	4.0	0.0	62.0	1630.0	3.0	14.0	58.0	9.0	0.0	0.0	46.0	74.0	10.0	0.0	18.0	65.0	0.0
hsa-miR-4639-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-887-5p	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	198.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-525-5p	0.0	0.0	0.0	8.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6883-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0
hsa-miR-4637	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4636	0.0	7.0	0.0	4.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0	20.0	79.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4635	14.0	0.0	0.0	1.0	0.0	21.0	12.0	2.0	30.0	268.0	0.0	20.0	0.0	0.0	10.0	0.0	17.0	84.0	0.0	4.0	0.0	44.0	14.0	17.0	26.0	0.0	0.0	0.0	0.0	19.0	14.0	3.0	0.0	1.0	36.0
hsa-miR-10393-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-23b-5p	54.0	46.0	96.0	27.0	25.0	41.0	9.0	62.0	19.0	87.0	25.0	93.0	1247.0	78.0	23.0	55.0	0.0	34.0	19.0	0.0	33.0	98.0	11.0	0.0	15.0	0.0	0.0	0.0	36.0	0.0	0.0	4.0	0.0	37.0	50.0
hsa-miR-4634	11.0	22.0	12.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	8.0	2.0	1.0	16.0	12.0	27.0	0.0	8.0	0.0	0.0	0.0	11.0	17.0	10.0	8.0	0.0	0.0	3.0	0.0	6.0	1.0	1.0	0.0	0.0
hsa-miR-1185-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-380-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	345.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4728-3p	10.0	13.0	15.0	30.0	48.0	42.0	30.0	1.0	1.0	0.0	13.0	34.5	10.0	33.0	11.0	0.0	11.0	18.0	0.0	0.0	22.0	0.0	6.0	0.0	4.0	0.0	0.0	0.0	4.0	25.0	22.0	0.0	0.0	39.0	27.0
hsa-miR-6807-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
hsa-miR-3682-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	20.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4485-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	22.0	0.0	0.0	14.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-519a-2-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
