gene	32160009_EXO_S30	32152260_EXO_S26	32152408_EXO_S29	32160078_EXO_S32	32150179_EXO_S2	32160080_EXO_S33	32150313_EXO_S5	32151181_EXO_S16	32151178_EXO_S15	32152087_EXO_S24	32151988_EXO_S22	32160019_EXO_S31	32152030_EXO_S23	32151021_EXO_S13	32150156_EXO_S1	32151970_EXO_S21	32151029_EXO_S14	32150829_EXO_S9	32150792_EXO_S8	181003-190524_Brain_S35	32151754_EXO_S20	32150309_EXO_S4	32160185_EXO_S34	32151018_EXO_S12	32151480_EXO_S17	32150697_EXO_S7	32152351_EXO_S28	32150318_EXO_S6	32152200_EXO_S25	32150274_EXO_S3	32151489_EXO_S18	32150882_EXO_S11	32151625_EXO_S19	32150835_EXO_S10	32152348_EXO_S27
hsa-miR-6859-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	15.0	1.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	127.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4690-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-133a-3p	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.66	18.0	0.0	0.0	0.0	492.0	13.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1207-5p	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-320e	2.0	1.0	0.0	0.12	1.0	0.17	0.0	1.0	8.42	0.0	2.5	2.0	2.5	1.25	0.25	0.0	9.12	7.88	21.86	39.93	0.0	32.0	3.25	1.0	5.33	4.62	1.0	1.5	1.0	0.0	3.5	0.0	5.29	4.33	0.0
hsa-miR-320d	97.08	33.36	8.28	19.82	64.24	76.42	49.24	33.42	277.14	0.0	172.54	89.0	7.0	53.67	104.91999999999999	48.42	216.2	45.04	534.55	992.19	88.28	85.66	103.76	122.62	349.56	135.82	35.86	74.58	65.0	25.0	224.57999999999998	64.42	262.4	26.68	125.72
hsa-miR-320c	272.31	165.63	26.28	25.450000000000003	94.86	125.53999999999999	59.65	55.28999999999999	227.63	10.0	193.94	42.03	19.07	114.14	138.92	11.42	420.0	64.77	667.62	1106.2	247.07999999999998	108.57000000000001	172.35	46.68	262.43	213.52	21.990000000000002	47.96	118.97	26.5	232.04	74.62	187.19	62.28	104.97999999999999
hsa-miR-6760-5p	0.0	59.0	0.0	10.0	0.0	0.0	12.0	0.0	1.0	0.0	0.0	19.0	0.0	0.0	18.0	0.0	0.0	13.0	11.0	0.0	33.0	0.0	11.0	0.0	0.0	1.0	0.0	14.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-320b	350.98	337.78999999999996	26.28	130.96	217.34	236.12	104.98	155.62	410.3	97.66	586.1	74.36	89.06	154.06	324.92	85.1	777.0	80.1	943.78	2113.02	558.08	237.9	444.86	73.36	556.6	504.36	265.32	104.38	304.14	66.5	392.38	314.46	343.86	200.14	418.82
hsa-miR-4669	0.0	0.0	0.0	22.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	1.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hsa-miR-4306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-454-3p	0.0	122.0	0.0	0.0	37.0	35.0	24.0	111.0	140.0	0.0	159.0	0.0	7.0	67.0	15.0	0.0	256.0	38.0	166.0	5161.0	0.0	0.0	19.0	0.0	164.0	170.0	129.0	46.0	59.0	20.0	69.0	33.0	109.0	11.0	38.0
hsa-miR-4303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4302	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
hsa-miR-4301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	82.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4300	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0
hsa-miR-4436b-3p	1.0	50.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	20.0	0.0	0.0	7.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	1.0	9.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4660	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
hsa-miR-15b-5p	131.0	132.0	0.0	0.0	239.0	120.0	0.0	115.0	373.0	31.0	487.0	214.0	40.0	108.0	46.0	0.0	675.0	82.0	527.0	4763.0	277.0	44.0	111.0	96.0	544.0	831.0	78.0	71.0	128.0	38.0	204.0	43.0	797.0	74.0	384.0
hsa-miR-5583-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-497-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-548g-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.34	0.0	6.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-942-5p	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	23.0	0.0	45.0	0.0	13.0	22.0	16.0	0.0	43.0	0.0	7.0	239.0	0.0	22.0	19.0	22.0	68.0	33.0	11.0	0.0	42.0	0.0	0.0	27.0	44.0	0.0	19.0
hsa-miR-6727-3p	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0
hsa-miR-488-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	460.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-126-5p	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	12.0	0.0	15.0	0.0	0.0	20.0	10927.0	0.0	15.0	0.0	10.0	40.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0
hsa-miR-6892-5p	0.0	0.0	0.0	0.0	0.0	35.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4639-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6718-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-224-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	27.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	47.0	26.0	0.0	0.0	0.0	31.0	54.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	25.0	0.0	30.0
hsa-miR-4658	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0
hsa-miR-4656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	29.0	0.0	0.0	0.0	1.0	0.0	0.0	9.0
hsa-miR-6816-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	6.0	0.0	1.0	0.0	0.0	0.0	18.0	1.0	0.0	18.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3691-3p	0.0	0.0	0.0	7.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	33.0	8.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3925-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4654	39.0	0.0	19.0	26.0	0.0	36.0	8.0	45.0	2.0	61.0	32.0	29.0	0.0	7.0	56.0	58.0	47.0	0.0	12.0	3.0	33.0	136.0	30.0	5.0	67.0	40.0	0.0	8.0	125.0	56.0	58.0	167.0	65.0	35.0	18.0
hsa-miR-29c-3p	18.67	111.5	0.0	41.0	315.5	262.83	89.0	622.92	667.83	109.33	990.83	116.0	21.0	600.67	71.67	8.0	1226.33	117.0	869.0	5983.58	491.0	228.33	164.83	201.0	1067.83	934.5	468.42	262.5	248.0	29.67	156.5	379.33	1171.5	224.67	187.5
hsa-miR-215-5p	1.0	51.0	0.0	10.0	0.0	23.0	0.0	16.0	0.0	0.0	1.0	1.0	0.0	10.0	1.0	4.5	126.0	0.0	21.0	73.5	4.0	2.0	37.0	0.0	4.0	42.0	1.0	34.0	0.0	0.0	4.0	40.0	8.0	1.0	22.0
hsa-miR-4651	1.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	7.0	0.0	8.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	1.0	14.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-16-2-3p	159.0	262.0	0.0	14.0	96.0	121.0	34.0	97.0	391.0	19.0	213.0	144.0	7.0	88.0	37.0	0.0	577.0	82.0	521.0	956.0	131.0	49.0	34.0	21.0	295.0	362.0	97.0	113.0	195.0	32.0	194.0	0.0	170.0	33.0	212.0
hsa-miR-200c-3p	2344.0	15818.0	72.0	557.0	13425.5	11858.0	3240.0	19203.0	30689.0	1061.0	55199.5	7652.0	1420.0	9267.5	3737.5	1103.0	41981.5	6568.0	40942.0	369.0	14381.0	8701.5	4227.0	7697.0	36236.5	29329.5	9535.0	6145.0	15512.5	906.0	15419.0	5771.0	46266.0	4360.0	17880.0
hsa-miR-1292-3p	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	12.0	1.0	12.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	69.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	66.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4728-5p	0.0	0.0	24.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0
hsa-miR-675-3p	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0
hsa-let-7f-1-3p	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	25.0	0.0	0.0	50.5	0.0	37.5	366.0	0.0	0.0	0.0	0.0	48.0	37.5	0.0	15.5	0.0	0.0	0.0	0.0	0.0	0.0	52.0
hsa-miR-3202	0.0	0.0	0.0	7.0	0.0	0.0	0.0	11.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	1.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6859-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-5739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
hsa-miR-1207-3p	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-2113	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	159.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-let-7f-5p	5355.59	44730.1	293.66	1397.39	94923.31	54371.01	6695.99	61459.42	139506.38	5321.6	146367.08000000002	31188.96	3776.4	51971.759999999995	14894.99	14845.74	180192.2	23625.14	164881.14	1922070.8399999999	52455.55	63284.75	10170.8	12672.99	114060.57999999999	146410.05	16939.760000000002	36146.61	44882.36	4353.139999999999	35796.41	28966.65	103112.41	19886.48	50418.66
hsa-miR-2110	0.0	68.0	0.0	0.0	86.0	49.0	0.0	33.0	25.0	0.0	227.0	21.0	6.0	52.0	23.0	22.0	119.0	12.0	274.0	1075.0	199.0	45.0	50.0	51.0	148.0	68.0	14.0	16.0	0.0	26.0	63.0	0.0	284.0	0.0	23.0
hsa-miR-6760-3p	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	14.0	36.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	14.0
hsa-miR-7113-5p	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
hsa-miR-4648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-371b-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4647	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	0.0	0.0	0.0	29.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4644	0.0	0.0	0.0	15.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	1.0	0.0	24.0	0.0	0.0	0.0	0.0	19.0	31.0	18.0	48.0	0.0	0.0	1.0	0.0
hsa-miR-6751-5p	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	35.0	13.0	0.0
hsa-miR-7156-5p	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	56.0	0.0	0.0	0.0	17.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	35.0	31.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-2682-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	389.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-15b-3p	52.0	0.0	0.0	0.0	22.0	38.0	0.0	0.0	34.0	0.0	43.0	42.0	0.0	34.0	31.0	0.0	45.0	0.0	35.0	145.0	0.0	31.0	0.0	40.0	0.0	5.0	63.0	0.0	34.0	0.0	0.0	0.0	88.0	0.0	21.0
hsa-miR-6840-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-519b-5p	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0
hsa-miR-942-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6794-5p	18.0	32.0	0.0	1.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0
hsa-miR-488-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1935.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
hsa-miR-126-3p	2.0	55.0	0.0	0.0	1.0	71.0	0.0	20.0	150.0	2.0	51.0	0.0	11.0	84.0	22.0	0.0	181.0	0.0	83.0	80914.0	0.0	1.0	50.0	119.0	103.0	64.0	27.0	122.0	15.0	25.0	1.0	0.0	38.0	43.0	63.0
hsa-miR-6892-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	9.0	0.0
hsa-miR-887-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	24.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0
hsa-miR-6883-5p	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4637	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0
hsa-miR-4635	0.0	1.0	0.0	0.0	0.0	63.0	764.0	15.0	71.0	11.0	28.0	53.0	16.0	1.0	15.0	32.0	0.0	34.0	1.0	0.0	62.0	0.0	0.0	0.0	2.0	8.0	1.0	4.0	0.0	11.0	0.0	0.0	39.0	1.0	0.0
hsa-miR-23b-5p	0.0	0.0	0.0	10.0	99.0	27.0	0.0	30.0	31.0	0.0	66.0	14.0	23.0	43.0	11.0	0.0	119.0	0.0	103.0	1006.0	0.0	76.0	0.0	0.0	0.0	63.0	0.0	37.0	0.0	10.0	59.0	67.0	126.0	16.0	37.0
hsa-miR-4634	0.0	0.0	0.0	6.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	10.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	45.0	1.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0
hsa-miR-215-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1185-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-380-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	205.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0
hsa-miR-4728-3p	43.0	0.0	0.0	0.0	54.0	0.0	6.0	3.0	37.0	0.0	91.0	10.0	0.0	28.0	0.0	93.0	0.0	0.0	35.0	0.0	0.0	23.0	0.0	0.0	43.0	58.0	0.0	0.0	0.0	0.0	72.0	0.0	31.0	9.0	0.0
hsa-miR-3682-3p	0.0	0.0	0.0	0.0	0.0	4.0	0.0	10.0	0.0	0.0	0.0	0.0	11.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4485-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-7113-3p	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-150-5p	0.0	2.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	9.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3503.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	2.0	0.0	0.0	13.0	0.0
hsa-miR-338-5p	0.0	0.0	0.0	0.0	0.0	12.0	0.0	4.0	19.0	1.0	61.0	0.0	10.0	27.0	68.0	1.0	86.0	9.0	0.0	65971.0	0.0	0.0	15.0	0.0	93.0	52.0	1.0	14.0	0.0	40.0	0.0	47.0	73.0	0.0	8.0
hsa-miR-6742-5p	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-2682-3p	0.0	0.0	0.0	1.0	1.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0
